id,lat,lon,tolerance_m
582,55.85756223,37.47347051,5
583,55.6771077,37.71796121,5
584,55.80477132,37.81143409,10
585,55.57278808,37.57057489,25
586,55.9700775,37.14700762,25
587,55.62662466,37.5958078,10
588,55.70270421,37.76031416,10
589,55.71080855,37.81374114,10
590,55.8196244,37.58999151,5
591,55.68258973,37.92224429,5
592,55.50127789,37.57284392,25
593,55.70654146,37.47806193,10
594,55.59232695,37.60413385,5
595,55.58925673,37.64478041,10
596,55.72626504,37.76807001,10
597,55.62998554,37.47726331,5
598,55.80435439,37.50538535,5
599,55.79169804,37.56503306,5
600,55.81340018,37.72879166,10
601,55.5473786,37.54528022,25
602,55.70404598,37.92232869,5
603,55.65133851,37.70105149,5
604,55.84170954,37.43960117,10
605,55.85112363,37.48025484,5
606,55.65090106,37.76701572,10
607,55.75904621,37.55663491,10
608,55.88909275,37.60520521,5
609,55.76421781,37.49122991,10
610,55.86304237,37.4950313,5
611,55.63636955,37.65026385,10
612,55.99402222,37.21972469,25
613,55.73813468,37.5433183,25
614,55.81342294,37.79092701,25
615,55.80328556,37.61535266,5
616,55.74686737,37.56466996,10
617,55.7534438,37.80299078,5
618,55.54419268,37.54848556,5
619,55.74675025,37.40631849,5
620,55.98290464,37.1852843,25
621,55.71055582,37.88873309,10
622,55.72147233,37.9045347,50
623,55.72677065,37.77610993,10
624,55.72771181,37.66608587,5
625,55.7133778,37.67281467,5
626,55.88193018,37.67481639,5
627,55.65473087,37.4875931,5
628,55.57156818,37.57075538,25
629,55.75705574,37.79613673,5
630,55.80687477,37.7442131,10
631,55.79540694,37.71579342,5
632,55.86828491,37.6385802,10
633,55.85211754,37.68097128,25
634,55.78617851,37.49073007,5
635,55.99296213,37.21374772,5
636,55.65183807,37.58176252,25
637,55.56624555,37.57582182,5
638,55.50402451,37.57597069,25
639,55.8739422,37.59224524,5
640,55.6815151,37.59600444,5
641,55.98420716,37.18319863,50
642,55.85201241,37.34971213,5
643,55.88473261,37.64824907,10
644,55.76616051,37.4091144,25
645,55.8327425,37.64968909,25
646,55.5732695,37.56430773,10
647,55.62392329,37.70932479,10
648,55.6451011,37.65930395,5
649,55.87566407,37.48437003,25
650,55.71371225,37.75160553,5
651,55.62196725,37.49195782,25
652,55.70921067,37.57929908,5
653,55.78935721,37.78279314,25
654,55.87651794,37.49401085,25
655,55.71055582,37.88873309,10
656,55.99242582,37.24288208,25
657,55.85604546,37.58780016,10
658,55.73785554,37.4974715,5
659,55.76944986,37.41644917,10
660,55.78285226,37.35927832,10
661,55.7216003,37.8274605,25
662,55.7156247,37.40727045,5
663,55.60995095,37.73096583,5
664,55.7207401,37.46570713,5
665,55.80741916,37.81544332,10
666,55.73894419,37.76207746,25
667,55.70646851,37.78322586,5
668,55.98442911,37.14619482,10
669,55.80159246,37.70431064,10
670,55.7205896,37.42373704,5
671,55.68387118,37.55994098,5
672,55.70205979,37.77293463,5
673,55.85209034,37.44377656,25
674,55.66616139,37.50743839,10
675,55.67723234,37.76149914,25
676,55.70216945,37.76149968,10
677,55.57522303,37.58569511,5
678,55.78848139,37.45603462,5
679,55.75874861,37.77640748,10
680,55.81085227,37.70269543,25
681,55.83855521,37.53620205,10
682,55.75056764,37.7975723,5
683,55.74388915,37.82579305,10
684,55.79845972,37.40805685,25
685,55.64755197,37.61529171,10
686,55.81033439,37.45338061,5
687,55.75473125,37.41129028,5
688,55.61776499,37.4909341,10
689,55.81211243,37.63360678,10
690,55.86241116,37.51328867,25
691,55.76138424,37.79082377,5
692,55.70328785,37.67076388,5
693,55.79731062,37.71486607,10
694,55.90966405,37.38949918,5
695,55.78442136,37.69584934,5
696,55.53297833,37.5172393,50
697,55.83578642,37.52281513,5
698,55.88407596,37.51808063,10
699,55.79442662,37.46472019,5
700,55.70945451,37.88858591,10
701,55.72174271,37.82601196,5
702,55.64028354,37.61352848,5
703,55.78499568,37.46813144,10
704,55.65997118,37.75307967,10
705,55.67795469,37.71704179,5
706,55.69739407,37.74481541,5
707,55.65047868,37.40122085,25
708,55.70014952,37.77169287,5
709,55.85467914,37.64764886,25
710,56.00392202,37.19318691,25
711,55.66215534,37.52299603,5
712,55.82595495,37.58525513,10
713,55.5894806,37.67560599,5
714,55.62855874,37.67681029,10
715,55.76970945,37.41083012,10
716,55.54985522,37.55105635,5
717,55.79577367,37.46362569,5
718,55.79136092,37.59112244,5
719,55.74660226,37.67503333,5
720,55.98045044,37.1495217,10
721,55.63190972,37.79468906,25
722,55.78107796,37.51351625,5
723,55.6090132,37.7178823,5
724,55.76708689,37.63757204,5
725,55.84042673,37.65874461,5
726,55.8310628,37.48812314,5
727,55.74583267,37.62714371,5
728,55.8840658,37.53960058,5
729,55.71457045,37.40111762,5
730,55.87378844,37.65029593,10
731,55.76311019,37.74388809,5
732,55.71187042,37.88395926,10
733,55.75879482,37.65026217,5
734,55.90563415,37.55551666,25
735,55.8823339,37.53958692,5
736,55.82466168,37.43348633,5
737,55.83064203,37.49332461,5
738,55.87070132,37.53046517,5
739,55.87449477,37.58981333,25
740,55.81224059,37.46543394,5
741,55.79629937,37.54941484,5
742,55.75145492,37.80176396,5
743,55.80646063,37.74994954,5
744,55.71968109,37.73207111,5
745,55.73680403,37.83071898,10
746,55.54722161,37.55117252,5
747,55.70009002,37.73392829,5
748,55.82513274,37.62883677,5
749,55.81815025,37.70053139,5
750,55.80052013,37.55812921,5
751,55.65594392,37.57649725,5
752,55.65660738,37.57747442,5
753,55.7645383,37.53998285,5
754,55.80893914,37.64172567,25
755,55.84654842,37.57117802,25
756,55.59441093,37.52483292,10
757,55.81200501,37.72695186,10
758,55.88487989,37.59234589,5
759,55.61873287,37.54204849,5
760,55.63915191,37.35560198,25
761,55.80853488,37.56299819,25
762,55.88409675,37.64733694,10
763,55.62625028,37.67576927,25
764,55.65253487,37.5894933,5
765,55.88734466,37.39337602,5
766,55.71991322,37.41794699,5
767,55.68816061,37.86328757,25
768,55.74094141,37.49481472,5
769,55.73115342,37.66918726,5
770,55.54591215,37.53842885,50
771,55.68617136,37.59532769,5
772,55.74852737,37.70579812,5
773,55.78629038,37.65523912,5
774,55.83681764,37.38307655,5
775,55.87583506,37.57974244,25
776,55.88986059,37.58602998,25
777,55.71794001,37.81120565,10
778,55.87666847,37.71740079,5
779,55.81009166,37.81229035,25
780,55.70147342,37.78278667,5
781,55.70359007,37.45544891,25
782,55.76077255,37.79304111,5
783,55.72987648,37.75356627,5
784,55.72621144,37.6078146,10
785,55.77168804,37.83891956,5
786,55.77972952,37.48805408,10
787,55.74533782,37.78544738,5
788,55.98351583,37.1495538,25
789,55.81340018,37.72879166,10
790,55.85498924,37.45003396,5
791,55.744444,37.78773799,5
792,55.68100355,37.64818063,5
793,55.74506015,37.78361465,5
794,55.84588768,37.48822219,5
795,55.65167404,37.75711738,10
796,55.71276767,37.73557747,5
797,55.69073054,37.49133417,25
798,55.89192663,37.62246711,5
799,55.7568334,37.77853891,5
800,55.90512738,37.55625111,25
801,56.00111419,37.2067411,5
802,55.64222892,37.52351016,25
803,55.61590702,37.74232571,5
804,55.89564454,37.5680143,10
805,55.84348905,37.36909765,5
806,55.80362591,37.75955178,10
807,55.688588,37.72049637,25
808,55.80309327,37.82137418,5
809,55.76649999,37.73527525,5
810,55.74429123,37.66744588,5
811,55.76995289,37.62767219,5
812,55.85344352,37.44968079,10
813,55.86918087,37.63320327,5
814,55.74418447,37.68650422,10
815,55.62595205,37.60337681,5
816,55.61590702,37.74232571,5
817,55.62969316,37.7415926,5
818,55.72303342,37.78796213,25
819,55.59326812,37.60176423,5
820,55.61842847,37.65951767,5
821,55.71096588,37.62008406,5
822,55.91398216,37.55414017,25
823,55.8720852,37.60235047,10
824,55.81993602,37.58406045,25
825,55.85344352,37.44968079,10
826,55.69009387,37.85441766,25
827,55.80305662,37.75771742,10
828,55.72056128,37.6251263,5
829,55.86206842,37.49809784,5
830,55.64582033,37.74304766,5
831,55.85753037,37.49500003,5
832,55.66001609,37.40959617,10
833,55.86721875,37.5716854,5
834,55.54652518,37.56158875,25
835,55.67315406,37.59480773,10
836,55.54370819,37.5397031,50
837,55.72124012,37.81359594,5
838,55.68407934,37.65627108,10
839,55.74086137,37.49851687,5
840,55.75133006,37.6818728,10
841,55.7422365,37.85549453,10
842,55.65309053,37.76298605,10
843,55.85344352,37.44968079,10
844,55.89013027,37.64717365,10
845,55.7229609,37.44375568,5
846,55.69956347,37.75026545,5
847,55.58233057,37.65431545,5
848,55.82641974,37.65125107,10
849,55.65288671,37.34179199,25
850,55.80338713,37.45586713,5
851,55.69124364,37.61990205,10
852,55.81145378,37.59279076,5
853,55.89053088,37.65851862,25
854,55.61452513,37.59260471,5
855,55.70192934,37.92799645,25
856,55.67011075,37.59795896,5
857,55.70477371,37.73798925,10
858,55.88556371,37.68345374,5
859,55.70651625,37.91700029,10
860,55.65492639,37.40742935,10
861,55.70551435,37.82124444,5
862,55.79760107,37.60155737,5
863,55.54770499,37.54263067,50
864,55.79284767,37.80060349,25
865,55.65567371,37.74624462,10
866,55.61215327,37.70805617,5
867,55.83713703,37.35342336,10
868,55.77924765,37.76585623,10
869,55.90512738,37.55625111,25
870,55.66754601,37.54484764,5
871,55.80397889,37.72062712,10
872,55.84888659,37.4426992,25
873,55.64533649,37.71801045,5
